Title,Artist,First Name,Date
Summer In The City,The Lovin' Spoonful,The,8/20/1966
Wild Thing,The Troggs,The,7/30/1966
Hanky Panky,Tommy James And The Shondells,Tommy,7/16/1966
Paperback Writer,The Beatles,John,7/2/1966
Paperback Writer,The Beatles,Paul,7/2/1966
Paperback Writer,The Beatles,George,7/2/1966
Paperback Writer,The Beatles,Ringo,7/2/1966
Strangers In The Night,Frank Sinatra,Frank,6/25/1966
"Paint It, Black",The Rolling Stones,Mick,6/11/1966
"Monday, Monday",The Mamas & The Papas,The,5/14/1966
Good Lovin',The Young Rascals,The,4/23/1966
(You're My) Soul And Inspiration,The Righteous Brothers,The,4/16/1966
The Ballad Of The Green Berets,SSgt Barry Sadler,SSgt,3/26/1966
These Boots Are Made For Walkin',Nancy Sinatra,Nancy,2/19/1966
Lightnin' Strikes,Lou Christie,Lou,2/12/1966
We Can Work It Out,The Beatles,John,1/22/1966
We Can Work It Out,The Beatles,Paul,1/22/1966
We Can Work It Out,The Beatles,George,1/22/1966
We Can Work It Out,The Beatles,Ringo,1/22/1966
The Sound Of Silence,Simon & Garfunkel,Simon,1/15/1966
Over And Over,The Dave Clark Five,The,12/18/1965
Turn! Turn! Turn! (To Everything There Is A Season),The Byrds,The,12/11/1965
I Hear A Symphony,The Supremes,The,11/20/1965
Get Off Of My Cloud,The Rolling Stones,Mick,11/6/1965
Yesterday,The Beatles,John,10/23/1965
Yesterday,The Beatles,Paul,10/23/1965
Yesterday,The Beatles,George,10/23/1965
Yesterday,The Beatles,Ringo,10/23/1965
Hang On Sloopy,The McCoys,The,9/25/1965
Eve Of Destruction,Barry McGuire,Barry,9/18/1965
Help!,The Beatles,John,9/11/1965
Help!,The Beatles,Paul,9/11/1965
Help!,The Beatles,George,9/11/1965
Help!,The Beatles,Ringo,9/11/1965
I Got You Babe,Sonny & Cher,Sonny,8/21/1965
"I'm Henry VIII, I Am",Herman's Hermits,Herman's,7/31/1965
(I Can't Get No) Satisfaction,The Rolling Stones,Mick,7/24/1965
I Can't Help Myself (Sugar Pie Honey Bunch),Four Tops,Four,6/26/1965
Mr. Tambourine Man,The Byrds,The,6/19/1965
Back In My Arms Again,The Supremes,The,6/5/1965
"Help Me, Rhonda",The Beach Boys,Brian,5/29/1965
Ticket To Ride,The Beatles,John,5/15/1965
Ticket To Ride,The Beatles,Paul,5/15/1965
Ticket To Ride,The Beatles,George,5/15/1965
Ticket To Ride,The Beatles,Ringo,5/15/1965
Mrs. Brown You've Got A Lovely Daughter,Herman's Hermits,Herman's,5/8/1965
Game Of Love,Wayne Fontana & The Mindbenders,Wayne,4/17/1965
I'm Telling You Now,Freddie And The Dreamers,Freddie,4/10/1965
Stop! In The Name Of Love,The Supremes,The,3/27/1965
Eight Days A Week,The Beatles,John,3/13/1965
Eight Days A Week,The Beatles,Paul,3/13/1965
Eight Days A Week,The Beatles,George,3/13/1965
Eight Days A Week,The Beatles,Ringo,3/13/1965
My Girl,The Temptations,Otis,2/27/1965
This Diamond Ring,Gary Lewis And The Playboys,Gary,2/20/1965
You've Lost That Lovin' Feelin',The Righteous Brothers,The,2/6/1965
Downtown,Petula Clark,Petula,1/23/1965
Come See About Me,The Supremes,The,1/9/1965
I Feel Fine,The Beatles,John,1/2/1965
I Feel Fine,The Beatles,Paul,1/2/1965
I Feel Fine,The Beatles,George,1/2/1965
I Feel Fine,The Beatles,Ringo,1/2/1965
Mr. Lonely,Bobby Vinton,Bobby,12/5/1964
Ringo,Lorne Greene,Lorne,11/28/1964
Leader Of The Pack,The Shangri-Las,The,11/21/1964
Baby Love,The Supremes,The,11/14/1964
Do Wah Diddy Diddy,Manfred Mann,Manfred,10/17/1964
"Oh, Pretty Woman",Roy Orbison And The Candy Men,Roy,10/3/1964
House Of The Rising Sun,The Animals,The,9/12/1964
Where Did Our Love Go,The Supremes,The,8/22/1964
Everybody Loves Somebody,Dean Martin,Dean,8/8/1964
A Hard Day's Night,The Beatles,John,8/1/1964
A Hard Day's Night,The Beatles,Paul,8/1/1964
A Hard Day's Night,The Beatles,George,8/1/1964
A Hard Day's Night,The Beatles,Ringo,8/1/1964
Rag Doll,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",The,7/18/1964
I Get Around,The Beach Boys,Brian,7/4/1964
A World Without Love,Peter And Gordon,Peter,6/20/1964
Chapel Of Love,The Dixie Cups,The,6/13/1964
Love Me Do,The Beatles,John,5/23/1964
Love Me Do,The Beatles,Paul,5/23/1964
Love Me Do,The Beatles,George,5/23/1964
Love Me Do,The Beatles,Ringo,5/23/1964
My Guy,Mary Wells,Mary,5/16/1964
"Hello, Dolly!",Louis Armstrong And The All Stars,Louis,5/2/1964
Can't Buy Me Love,The Beatles,John,4/25/1964
Can't Buy Me Love,The Beatles,Paul,4/25/1964
Can't Buy Me Love,The Beatles,George,4/25/1964
Can't Buy Me Love,The Beatles,Ringo,4/25/1964
She Loves You,The Beatles,John,3/21/1964
She Loves You,The Beatles,Paul,3/21/1964
She Loves You,The Beatles,George,3/21/1964
She Loves You,The Beatles,Ringo,3/21/1964
I Want To Hold Your Hand,The Beatles,John,3/7/1964
I Want To Hold Your Hand,The Beatles,Paul,3/7/1964
I Want To Hold Your Hand,The Beatles,George,3/7/1964
I Want To Hold Your Hand,The Beatles,Ringo,3/7/1964
There! I've Said It Again,Bobby Vinton,Bobby,1/18/1964
Dominique,The Singing Nun (Soeur Sourire),The,12/21/1963
I'm Leaving It Up To You,Dale & Grace,Dale,11/23/1963
Deep Purple,Nino Tempo & April Stevens,Nino,11/9/1963
Sugar Shack,Jimmy Gilmer And The Fireballs,Jimmy,11/2/1963
Blue Velvet,Bobby Vinton,Bobby,9/28/1963
My Boyfriend's Back,The Angels,The,9/7/1963
Fingertips - Pt 2,Little Stevie Wonder,Little,8/17/1963
So Much In Love,The Tymes,The,7/27/1963
Surf City,Jan & Dean,Jan,7/20/1963
Easier Said Than Done,The Essex,The,7/6/1963
Sukiyaki,Kyu Sakamoto,Kyu,6/22/1963
It's My Party,Lesley Gore,Lesley,6/1/1963
If You Wanna Be Happy,Jimmy Soul,Jimmy,5/18/1963
I Will Follow Him,Little Peggy March,Little,5/4/1963
He's So Fine,The Chiffons,The,4/13/1963
Our Day Will Come,Ruby And The Romantics,Ruby,3/16/1963
Walk Like A Man,The 4 Seasons,The,3/9/1963
Hey Paula,Paul and Paula,Paul,2/16/1963
Walk Right In,The Rooftop Singers,The,1/26/1963
Telstar,The Tornadoes,The,12/29/1962
He's A Rebel,The Crystals,The,11/3/1962
Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",Bobby,10/20/1962
Sherry,The 4 Seasons,The,10/6/1962
Sheila,Tommy Roe,Tommy,9/1/1962
Breaking Up Is Hard To Do,Neil Sedaka,Neil,8/11/1962
Roses Are Red (My Love),Bobby Vinton,Bobby,7/28/1962
The Stripper,David Rose and His Orchestra,David,6/30/1962
I Can't Stop Loving You,Ray Charles,Ray,6/23/1962
Stranger On The Shore,Mr. Acker Bilk,Mr.,5/19/1962
Soldier Boy,The Shirelles,The,5/12/1962
Good Luck Charm,Elvis Presley With The Jordanaires,Elvis,4/21/1962
Johnny Angel,Shelley Fabares,Shelley,4/7/1962
Don't Break The Heart That Loves You,Connie Francis,Connie,3/24/1962
Hey! Baby,Bruce Channel,Bruce,3/17/1962
Duke Of Earl,Gene Chandler,Gene,2/24/1962
Peppermint Twist - Part I,Joey Dee & the Starliters,Joey,2/3/1962
The Twist,Chubby Checker,Chubby,1/13/1962
The Lion Sleeps Tonight,The Tokens,The,12/25/1961
Big Bad John,Jimmy Dean,Jimmy,11/27/1961
Runaround Sue,Dion,Dion,10/23/1961
Hit The Road Jack,Ray Charles and his Orchestra,Ray,10/9/1961
Take Good Care Of My Baby,Bobby Vee,Bobby,9/25/1961
Michael,The Highwaymen,The,9/4/1961
Wooden Heart,Joe Dowell,Joe,8/21/1961
Tossin' And Turnin',Bobby Lewis,Bobby,8/14/1961
Quarter To Three,U.S. Bonds,U.S.,6/26/1961
Moody River,Pat Boone,Pat,6/12/1961
Travelin' Man,Ricky Nelson,Ricky,6/5/1961
Running Scared,Roy Orbison,Roy,5/29/1961
Mother-In-Law,Ernie K-Doe,Ernie,5/15/1961
Runaway,Del Shannon,Del,5/8/1961
Blue Moon,The Marcels,The,4/10/1961
Surrender,Elvis Presley With The Jordanaires,Elvis,3/20/1961
Pony Time,Chubby Checker,Chubby,3/6/1961
Calcutta,Lawrence Welk And His Orchestra,Lawrence,2/13/1961
Will You Love Me Tomorrow,The Shirelles,The,1/30/1961
Wonderland By Night,Bert Kaempfert And His Orchestra,Bert,1/16/1961
Are You Lonesome To-night?,Elvis Presley With The Jordanaires,Elvis,12/26/1960
Stay,Maurice Williams & The Zodiacs,Maurice,11/14/1960
Georgia On My Mind,Ray Charles,Ray,11/7/1960
Save The Last Dance For Me,The Drifters,The,10/31/1960
I Want To Be Wanted,Brenda Lee,Brenda,10/17/1960
Mr. Custer,Larry Verne,Larry,10/3/1960
My Heart Has A Mind Of Its Own,Connie Francis,Connie,9/26/1960
It's Now Or Never,Elvis Presley With The Jordanaires,Elvis,9/5/1960
Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland,Brian,8/1/1960
Alley-Oop,Hollywood Argyles,Hollywood,7/4/1960
Everybody's Somebody's Fool,Connie Francis,Connie,6/27/1960
Cathy's Clown,The Everly Brothers,The,6/13/1960
Stuck On You,Elvis Presley With The Jordanaires,Elvis,5/9/1960
"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,Percy,4/11/1960
Teen Angel,Mark Dinning,Mark,2/8/1960
Running Bear,Johnny Preston,Johnny,1/25/1960
El Paso,Marty Robbins,Marty,1/4/1960
Why,Frankie Avalon,Frankie,12/21/1959
Heartaches By The Number,Guy Mitchell,Guy,12/14/1959
Mack The Knife,Bobby Darin,Bobby,11/30/1959
Mr. Blue,The Fleetwoods,The,11/9/1959
Sleep Walk,Santo & Johnny,Santo,9/21/1959
The Three Bells,The Browns,The,9/7/1959
A Big Hunk O' Love,Elvis Presley With The Jordanaires,Elvis,8/10/1959
Lonely Boy,Paul Anka,Paul,7/27/1959
The Battle Of New Orleans,Johnny Horton,Johnny,6/29/1959
Kansas City,Wilbert Harrison,Wilbert,5/18/1959
The Happy Organ,"Dave ""Baby"" Cortez",Dave,5/4/1959
Come Softly To Me,The Fleetwoods,The,4/27/1959
Stagger Lee,Lloyd Price,Lloyd,2/23/1959
Smoke Gets In Your Eyes,The Platters,The,1/26/1959
The Chipmunk Song,The Chipmunks With David Seville,The,1/5/1959
